id,nearc2,nearc4,educ,age,fatheduc,motheduc,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,black,smsa,south,smsa66,wage,enroll,KWW,IQ,married,libcrd14,exper,lwage,expersq,region
867,1,1,17,28,12,12,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,385,1,39,107,1,1,5,5.953243256,25,662
870,0,1,12,29,8,NA,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,625,0,35,NA,1,NA,11,6.43775177,121,662
871,0,1,16,28,11,11,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,625,1,32,103,1,1,6,6.43775177,36,662
872,0,1,13,26,10,12,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,475,1,34,83,1,1,7,6.163314819,49,662
875,0,1,14,25,12,12,357519,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,659,1,32,112,1,1,5,6.49072361,25,662
876,0,1,16,24,12,12,357519,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,425,0,30,NA,6,1,2,6.052089214,4,662
878,0,1,14,25,10,11,410630,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,524,0,32,106,1,1,5,6.261491776,25,662
879,0,0,12,26,10,10,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,625,0,30,101,1,0,8,6.43775177,64,662
880,0,0,16,31,9,12,551690,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1010,0,47,105,1,1,9,6.917705536,81,662
881,0,0,12,26,9,12,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,601,0,40,116,1,1,8,6.398594856,64,662
882,0,0,12,27,NA,11,422310,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,808,0,22,NA,1,0,9,6.694561958,81,662
883,0,0,12,28,7,7,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,426,0,22,90,1,1,10,6.054439545,100,662
885,0,0,12,30,5,11,551690,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1060,0,28,91,1,1,12,6.966024399,144,662
886,0,0,12,26,5,11,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,414,0,41,128,1,1,8,6.025866032,64,662
887,0,0,12,30,NA,7,551690,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,492,0,34,110,1,1,12,6.198478699,144,662
888,0,0,12,27,NA,7,422310,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,325,0,28,93,1,1,9,5.783825397,81,662
889,0,0,12,28,12,7,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,275,0,33,75,4,1,10,5.616771221,100,662
891,0,0,12,25,8,12,410536,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,291,0,17,94,6,1,7,5.673323154,49,662
892,0,0,18,31,16,NA,551690,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,731,0,39,NA,1,1,7,6.59441328,49,662
893,0,0,14,26,12,12,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,488,0,38,112,1,1,6,6.190315247,36,662
894,0,0,14,24,12,12,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,337,0,32,121,6,1,4,5.820083141,16,662
895,0,0,12,27,12,12,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,725,0,33,100,1,1,9,6.586171627,81,662
897,0,0,13,25,12,12,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,440,0,27,109,1,1,6,6.086774826,36,662
899,0,0,16,27,8,8,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,641,0,38,122,1,0,5,6.463029385,25,662
900,0,0,12,28,8,11,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,375,0,26,102,6,0,10,5.926926136,100,662
901,0,0,12,25,NA,NA,456151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,481,0,34,131,1,1,7,6.175867081,49,662
902,0,0,14,29,10,8,551690,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,925,0,38,122,1,0,9,6.82979393,81,662
904,0,0,12,26,12,12,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,514,0,NA,NA,4,1,8,6.242223263,64,662
905,0,0,12,33,10,10,453563,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1065,0,38,105,1,0,15,6.970730305,225,662
908,0,0,12,28,NA,10,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,638,0,36,103,1,1,10,6.458338261,100,662
909,0,0,12,32,9,9,316862,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,739,0,37,113,1,1,14,6.605298042,196,662
910,0,0,12,26,12,8,327808,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,493,0,34,104,1,0,8,6.200509071,64,662
911,0,0,10,24,12,9,318670,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,650,0,26,NA,1,0,8,6.47697258,64,662
912,0,0,7,31,5,8,428238,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,308,0,33,NA,4,0,18,5.730099678,324,662
913,0,0,16,30,11,9,551690,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,629,0,43,124,1,1,8,6.444131374,64,662
914,0,0,13,28,8,12,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,409,0,31,110,1,1,9,6.013715267,81,662
915,0,0,18,33,NA,NA,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,600,0,39,112,6,1,9,6.396929741,81,662
916,0,0,12,28,11,12,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,745,0,34,104,1,1,10,6.613384247,100,662
917,0,0,17,31,NA,NA,551690,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,625,1,37,96,1,1,8,6.43775177,64,662
919,0,0,12,29,12,12,475820,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,549,0,37,95,1,1,11,6.308098316,121,661
920,0,0,15,24,12,12,354077,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,326,1,32,95,6,1,3,5.786897182,9,662
921,0,0,9,26,7,NA,327808,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,258,0,20,NA,1,1,11,5.552959442,121,662
924,0,1,12,26,12,12,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,875,0,40,103,1,1,8,6.774223804,64,662
925,0,1,12,25,12,12,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,639,0,48,116,1,1,7,6.459904671,49,662
927,0,1,11,33,7,7,316862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,667,0,37,NA,1,1,16,6.502789974,256,662
928,0,1,14,29,12,12,428238,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,504,0,45,95,1,1,9,6.222576141,81,662
929,0,1,17,25,12,12,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,313,1,38,101,6,1,2,5.746203423,4,662
931,0,1,18,27,NA,12,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1010,0,44,NA,1,1,3,6.917705536,9,662
932,0,1,10,33,8,9,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,34,NA,1,1,17,6.907755375,289,662
933,0,1,16,28,NA,18,422310,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,721,0,39,120,1,1,6,6.580639362,36,662
935,0,1,12,27,8,8,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,785,0,39,102,1,0,9,6.665683746,81,662
936,0,1,12,34,8,12,77455,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,546,0,39,105,1,1,16,6.30261898,256,662
938,0,1,12,25,8,8,77897,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,828,0,28,103,4,1,7,6.719013214,49,662
939,0,1,12,25,10,10,77897,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,159,0,30,94,1,1,7,5.0689044,49,662
940,0,1,10,27,10,6,94700,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,700,0,22,NA,1,0,11,6.551080227,121,662
941,0,1,13,28,10,12,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,721,0,36,102,1,0,9,6.580639362,81,662
942,0,1,12,24,10,12,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,304,0,14,NA,1,1,6,5.717027664,36,662
944,0,1,16,25,12,16,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,553,0,31,112,6,1,3,6.315358162,9,662
945,0,1,14,26,7,6,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,542,0,35,101,1,1,6,6.295266151,36,662
947,0,1,16,24,12,12,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,509,0,30,121,1,1,2,6.232448101,4,662
948,0,1,16,24,12,12,312925,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,385,0,40,105,1,1,2,5.953243256,4,662
949,1,0,12,32,10,8,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1442,0,42,96,1,1,14,7.273786545,196,662
951,1,0,16,32,14,14,408301,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,879,0,45,128,1,1,10,6.778784752,100,662
953,1,0,13,24,16,14,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1000,0,37,NA,6,1,5,6.907755375,25,662
954,1,0,12,28,12,9,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,863,0,26,110,1,0,10,6.7604146,100,662
956,1,0,12,27,11,12,367772,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,740,0,32,92,1,1,9,6.606650352,81,662
957,1,0,12,34,NA,NA,355491,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,889,0,39,87,1,1,16,6.790097237,256,662
958,1,0,15,29,9,10,480445,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,458,1,34,126,1,1,8,6.126869202,64,662
961,0,1,12,34,NA,9,367470,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,450,0,34,98,1,1,16,6.109247684,256,661
963,0,1,12,34,NA,NA,408301,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,700,0,39,103,1,1,16,6.551080227,256,661
965,0,1,14,33,8,12,367470,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,744,0,49,122,1,1,13,6.612040997,169,661
967,0,1,16,32,12,11,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,889,0,43,109,1,1,10,6.790097237,100,662
969,0,1,18,32,12,12,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,692,0,37,125,1,1,8,6.539586067,64,662
971,0,1,18,33,12,12,316862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,604,0,38,119,1,0,9,6.40357399,81,662
972,0,1,18,30,NA,14,551690,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,625,0,42,97,1,1,6,6.43775177,36,662
973,0,1,14,33,8,12,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,746,0,36,103,1,1,13,6.61472559,169,662
974,0,1,18,33,8,16,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,726,0,42,95,1,1,9,6.587550163,81,662
975,0,1,12,30,8,10,612989,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,560,0,40,99,1,1,12,6.327936649,144,662
976,0,1,12,26,12,10,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,424,0,31,106,1,1,8,6.049733639,64,662
977,0,1,12,26,NA,12,422310,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,400,0,33,117,1,1,8,5.991464615,64,662
978,0,1,14,26,12,12,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,250,0,40,112,5,1,6,5.52146101,36,662
979,0,1,13,26,8,12,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,646,0,30,136,1,1,7,6.470799446,49,662
980,0,1,12,24,12,12,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,598,0,35,NA,1,1,6,6.393590927,36,662
981,0,1,12,27,8,8,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1000,0,33,110,5,1,9,6.907755375,81,662
983,1,1,12,28,12,13,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,528,0,26,111,1,1,10,6.269096375,100,662
984,1,1,12,26,12,13,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,481,0,32,115,4,1,8,6.175867081,64,662
985,1,1,12,33,6,12,408207,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,850,0,47,90,1,1,15,6.745236397,225,662
986,1,1,14,30,NA,NA,428238,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,506,0,45,98,1,1,10,6.226536751,100,662
987,1,1,12,29,8,8,428238,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,512,0,41,106,1,0,11,6.238324642,121,662
988,1,1,11,26,NA,9,364232,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,220,0,20,NA,6,0,9,5.393627644,81,662
989,1,1,16,24,NA,NA,118599,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,154,1,38,NA,6,1,2,5.036952496,4,662
990,1,1,12,31,11,12,134858,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,240,0,44,95,1,1,13,5.480638981,169,662
991,1,1,12,28,11,12,103231,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,557,0,43,115,1,1,10,6.322565079,100,662
996,1,1,15,27,12,12,327808,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,500,0,40,106,6,0,6,6.214608192,36,662
997,1,1,16,26,NA,NA,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,372,0,34,102,1,1,4,5.918893814,16,662
998,1,1,10,25,8,8,312925,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,350,0,26,91,5,0,9,5.857933044,81,662
999,1,1,12,26,8,8,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,584,0,26,114,1,0,8,6.36990118,64,662
1004,1,1,13,26,10,12,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,515,0,34,92,5,1,7,6.244166851,49,662
1006,0,0,12,29,NA,NA,428238,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,43,111,5,1,11,5.966146946,121,661
1008,0,0,16,25,12,12,318670,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,34,111,4,1,3,5.634789467,9,661
1009,0,0,12,33,NA,12,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,690,0,38,NA,1,1,15,6.536691666,225,661
1010,0,0,12,26,NA,12,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,30,96,1,1,8,5.703782558,64,661
1011,0,0,17,27,12,13,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,635,0,36,119,1,1,4,6.453625202,16,661
1012,0,0,13,26,12,13,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,32,85,1,1,7,5.834810734,49,661
1013,0,0,16,26,12,12,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,34,98,1,1,4,6.224558353,16,661
1014,0,0,13,24,12,12,318670,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,30,114,1,1,5,5.874930859,25,661
1015,0,0,12,33,NA,NA,352069,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,39,79,1,1,15,5.568344593,225,661
1017,0,0,10,32,NA,NA,316862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,30,NA,1,1,16,5.991464615,256,661
1020,0,0,13,29,16,16,475820,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,740,0,42,108,1,1,10,6.606650352,100,661
1021,0,0,12,34,8,12,316862,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,NA,NA,1,1,16,5.834810734,256,661
1023,0,0,15,29,8,12,428238,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,39,121,6,1,8,5.620400906,64,661
1024,0,0,9,24,10,12,318670,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,427,1,36,NA,6,1,9,6.056784153,81,661
1026,0,0,12,25,12,NA,312925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,40,117,1,0,7,5.476463318,49,661
1027,0,0,13,24,12,NA,312925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,21,NA,1,0,5,5.953243256,25,661
1028,0,0,12,29,4,8,475820,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,32,107,1,0,11,5.857933044,121,661
1030,0,0,12,29,NA,NA,551690,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,599,1,40,103,1,1,11,6.395261765,121,661
1031,0,0,15,31,10,12,612989,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,750,0,45,105,1,1,10,6.620073318,100,661
1033,0,0,16,33,12,9,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,692,0,41,105,1,1,11,6.539586067,121,661
1034,0,0,12,34,12,14,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,43,88,1,1,16,4.990432739,256,661
1036,1,1,12,26,12,10,364232,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,280,0,34,96,1,1,8,5.634789467,64,662
1037,1,1,18,32,NA,7,316862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,769,0,46,105,1,1,8,6.645091057,64,662
1038,1,1,13,32,7,12,316862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1010,0,41,NA,4,0,13,6.917705536,169,662
1040,1,1,14,26,16,14,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,517,0,34,100,1,1,6,6.24804306,36,662
1041,1,1,16,26,16,14,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,400,0,43,116,6,1,4,5.991464615,16,662
1046,1,1,12,25,12,10,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,375,0,22,86,1,1,7,5.926926136,49,662
1047,0,1,12,31,12,10,551690,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,27,88,1,1,13,6.390240669,169,661
1049,0,1,7,31,NA,NA,475820,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,34,NA,1,0,18,5.857933044,324,661
1050,0,1,11,33,NA,NA,316862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,34,97,1,1,16,6.0330863,256,661
1051,0,1,16,29,NA,12,428238,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,43,112,5,1,7,5.823045731,49,661
1052,0,1,18,26,18,14,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,35,125,6,1,2,6.175867081,4,661
1053,0,1,12,28,11,11,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,12,NA,1,1,10,6.214608192,100,661
1054,0,1,12,27,NA,NA,327808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,37,NA,4,1,9,5.720311642,81,661
1056,0,1,10,34,9,NA,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,31,84,1,1,18,6.109247684,324,661
1058,1,1,16,29,14,12,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,769,0,45,117,1,1,7,6.645091057,49,663
1059,1,1,16,26,14,12,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,721,0,42,110,6,1,4,6.580639362,16,663
1060,1,1,13,29,NA,9,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1000,0,32,104,1,1,10,6.907755375,100,663
1062,1,1,14,30,12,12,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,625,0,35,101,1,1,10,6.43775177,100,663
1063,1,1,16,26,12,11,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,817,0,33,99,1,1,4,6.705638885,16,663
1064,1,1,12,34,8,NA,358351,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,377,0,35,87,1,1,16,5.932245255,256,663
1067,1,1,12,33,NA,NA,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,708,0,43,101,1,0,15,6.56244421,225,663
1068,1,1,14,24,12,12,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,411,0,31,117,1,1,4,6.018593311,16,663
1070,1,1,13,32,NA,NA,358351,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1339,0,41,108,1,1,13,7.199678421,169,663
1071,1,1,12,34,NA,1,358351,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,716,0,42,NA,1,0,16,6.573680401,256,663
1075,1,1,10,32,NA,9,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,192,0,37,86,4,1,16,5.257495403,256,663
1076,1,1,16,32,8,NA,141996,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,797,0,43,NA,6,0,10,6.680854797,100,663
1077,1,1,16,34,10,10,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,924,0,33,69,1,1,12,6.828711987,144,663
1078,1,1,15,26,18,16,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,240,1,30,105,6,1,5,5.480638981,25,663
1079,1,1,13,25,12,12,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,625,0,39,104,1,0,6,6.43775177,36,663
1080,1,1,8,24,7,10,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1025,0,34,NA,1,0,10,6.93244791,100,663
1081,1,1,12,28,9,11,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,503,0,38,109,1,1,10,6.220590115,100,663
1089,1,1,16,28,8,8,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,462,0,39,85,1,1,6,6.135564804,36,664
1090,1,1,16,25,9,11,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,476,0,36,114,1,1,3,6.165417671,9,664
1091,1,1,15,26,8,13,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,500,0,33,99,4,1,5,6.214608192,25,664
1094,1,1,12,34,NA,NA,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000,0,42,NA,1,1,16,6.907755375,256,664
1095,1,1,13,34,NA,NA,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,663,0,46,90,1,1,15,6.49677515,225,664
1097,1,1,15,34,12,12,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,707,0,46,119,1,1,13,6.561030865,169,664
1098,1,1,16,31,NA,NA,520447,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,928,0,42,120,1,1,9,6.833031654,81,664
1099,1,1,12,24,NA,NA,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,300,0,36,NA,1,1,6,5.703782558,36,664
1100,1,1,15,27,18,12,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,365,0,46,112,1,1,6,5.899897575,36,664
1101,1,1,12,30,NA,NA,468402,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,645,0,NA,97,1,1,12,6.469250202,144,664
1104,0,1,18,25,14,12,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,462,0,30,107,1,1,1,6.135564804,1,664
1105,0,1,18,33,8,12,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1026,0,41,117,1,1,9,6.933423042,81,664
1107,0,1,12,24,12,12,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,525,0,34,NA,1,1,6,6.26339817,36,664
1110,0,1,18,29,16,16,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,375,0,41,125,6,1,5,5.926926136,25,664
1111,0,1,18,34,18,16,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1538,0,47,112,1,1,10,7.338238239,100,664
1112,0,1,18,33,18,14,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,923,0,46,106,5,1,9,6.827629089,81,664
1113,0,1,13,26,8,12,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,568,0,40,104,4,1,7,6.342121601,49,664
1114,0,1,14,25,8,12,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,600,0,23,89,6,1,5,6.396929741,25,664
1115,0,1,15,27,17,12,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,721,0,38,116,1,1,6,6.580639362,36,664
1116,0,1,17,24,18,12,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1116,1,46,NA,6,1,1,7.017506123,1,664
1121,0,1,14,27,NA,8,370732,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,712,0,44,123,1,1,7,6.568078041,49,664
1122,0,1,16,29,NA,8,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,808,0,40,118,1,1,7,6.694561958,49,664
1124,0,1,11,27,8,12,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,925,0,31,106,1,1,10,6.82979393,100,664
1126,0,1,9,25,NA,NA,360396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,550,0,22,NA,4,1,10,6.309918404,100,664
1127,0,1,12,26,NA,NA,358554,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,271,0,20,91,6,1,8,5.602118969,64,664
1129,1,1,7,32,8,11,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,833,0,22,NA,1,1,19,6.72503376,361,663
1130,1,1,12,30,7,12,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1200,0,29,103,1,1,12,7.090076923,144,663
1131,1,1,14,33,6,8,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,581,0,40,114,1,0,13,6.364750862,169,663
1132,1,1,17,34,12,8,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,686,0,41,105,1,1,11,6.53087759,121,663
1133,1,1,18,32,12,8,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1000,0,34,84,1,1,8,6.907755375,64,663
1134,1,1,13,24,9,8,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,537,0,31,NA,6,1,5,6.285997868,25,663
